depth_mm,dedx_MeVmm
5.810000,3047.9872
5.815000,3049.4561
5.820000,3050.9275
5.825000,3052.4015
5.830000,3053.8780
5.835000,3055.3571
5.840000,3056.8388
5.845000,3058.3230
5.850000,3059.8098
5.855000,3061.2992
5.860000,3062.7912
5.865000,3064.2858
5.870000,3065.7831
5.875000,3067.2829
5.880000,3068.7854
5.885000,3070.2905
5.890000,3071.7983
5.895000,3073.3087
5.900000,3074.8218
5.905000,3076.3375
5.910000,3077.8560
5.915000,3079.3771
5.920000,3080.9009
5.925000,3082.4274
5.930000,3083.9566
5.935000,3085.4886
5.940000,3087.0232
5.945000,3088.5606
5.950000,3090.1008
5.955000,3091.6437
5.960000,3093.1893
5.965000,3094.7378
5.970000,3096.2890
5.975000,3097.8430
5.980000,3099.3998
5.985000,3100.9594
5.990000,3102.5218
5.995000,3104.0870
6.000000,3105.6551
6.005000,3107.2260
6.010000,3108.7997
6.015000,3110.3763
6.020000,3111.9558
6.025000,3113.5381
6.030000,3115.1234
6.035000,3116.7115
6.040000,3118.3025
6.045000,3119.8965
6.050000,3121.4933
6.055000,3123.0931
6.060000,3124.6958
6.065000,3126.3015
6.070000,3127.9101
6.075000,3129.5217
6.080000,3131.1363
6.085000,3132.7539
6.090000,3134.3744
6.095000,3135.9980
6.100000,3137.6246
6.105000,3139.2542
6.110000,3140.8868
6.115000,3142.5225
6.120000,3144.1612
6.125000,3145.8030
6.130000,3147.4479
6.135000,3149.0958
6.140000,3150.7469
6.145000,3152.4010
6.150000,3154.0583
6.155000,3155.7186
6.160000,3157.3822
6.165000,3159.0488
6.170000,3160.7186
6.175000,3162.3916
6.180000,3164.0677
6.185000,3944.9465
6.190000,3947.4859
6.195000,3950.0312
6.200000,3952.5825
6.205000,3955.1397
6.210000,3957.7029
6.215000,3960.2722
6.220000,3962.8476
6.225000,3965.4290
6.230000,3968.0165
6.235000,3970.6102
6.240000,3973.2100
6.245000,3191.2406
6.250000,3192.9722
6.255000,3194.7071
6.260000,3196.4454
6.265000,3198.1872
6.270000,3199.9323
6.275000,3201.6808
6.280000,3203.4327
6.285000,3205.1881
6.290000,3206.9469
6.295000,3208.7092
6.300000,3210.4750
6.305000,3212.2442
6.310000,3214.0170
6.315000,3215.7932
6.320000,3217.5730
6.325000,3219.3563
6.330000,3221.1432
6.335000,3222.9335
6.340000,3224.7275
6.345000,3226.5251
6.350000,3228.3262
6.355000,3230.1309
6.360000,3231.9393
6.365000,3233.7513
6.370000,3235.5669
6.375000,3237.3862
6.380000,3239.2091
6.385000,3241.0358
6.390000,3242.8661
6.395000,3244.7001
6.400000,3246.5379
6.405000,3248.3793
6.410000,3250.2246
6.415000,3252.0735
6.420000,3253.9263
6.425000,3255.7828
6.430000,3257.6432
6.435000,3259.5073
6.440000,3261.3753
6.445000,3263.2471
6.450000,3265.1227
6.455000,3267.0022
6.460000,3268.8856
6.465000,3270.7729
6.470000,3272.6641
6.475000,3274.5593
6.480000,3276.4583
6.485000,3278.3613
6.490000,3280.2683
6.495000,3282.1792
6.500000,3284.0941
6.505000,3286.0131
6.510000,3287.9360
6.515000,3289.8630
6.520000,3291.7941
6.525000,3293.7292
6.530000,3295.6683
6.535000,3297.6116
6.540000,3299.5590
6.545000,3301.5105
6.550000,3303.4661
6.555000,3305.4259
6.560000,3307.3899
6.565000,3309.3580
6.570000,3311.3304
6.575000,3313.3070
6.580000,3315.2877
6.585000,3317.2728
6.590000,3319.2621
6.595000,3321.2556
6.600000,3323.2535
6.605000,3325.2557
6.610000,3327.2622
6.615000,3329.2730
6.620000,3331.2882
6.625000,3333.3078
6.630000,3335.3318
6.635000,3337.3601
6.640000,3339.3929
6.645000,3341.4301
6.650000,3343.4718
6.655000,3345.5180
6.660000,3347.5686
6.665000,3349.6238
6.670000,3351.6835
6.675000,3353.7477
6.680000,3355.8164
6.685000,3357.8898
6.690000,3359.9677
6.695000,3362.0503
6.700000,3364.1375
6.705000,3366.2293
6.710000,3368.3258
6.715000,3370.4270
6.720000,3372.5328
6.725000,3374.6434
6.730000,3376.7587
6.735000,3378.8788
6.740000,3381.0037
6.745000,3383.1333
6.750000,3385.2678
6.755000,3387.4070
6.760000,3389.5512
6.765000,3391.7002
6.770000,3393.8540
6.775000,3396.0128
6.780000,3398.1765
6.785000,3400.3452
6.790000,3402.5188
6.795000,3404.6974
6.800000,3406.8810
6.805000,3409.0696
6.810000,3411.2633
6.815000,3413.4620
6.820000,3415.6658
6.825000,3417.8747
6.830000,3420.0887
6.835000,3422.3079
6.840000,3424.5322
6.845000,3426.7617
6.850000,3428.9964
6.855000,3431.2364
6.860000,3433.4816
6.865000,3435.7320
6.870000,3437.9878
6.875000,3440.2488
6.880000,3442.5152
6.885000,3444.7869
6.890000,3447.0641
6.895000,3449.3466
6.900000,3451.6345
6.905000,3453.9279
6.910000,3456.2267
6.915000,3458.5311
6.920000,3460.8409
6.925000,3463.1563
6.930000,3465.4772
6.935000,3467.8037
6.940000,3470.1358
6.945000,3472.4735
6.950000,3474.8169
6.955000,3477.1659
6.960000,3479.5207
6.965000,3481.8811
6.970000,3484.2473
6.975000,3486.6193
6.980000,3488.9970
6.985000,3491.3806
6.990000,3493.7700
6.995000,3496.1653
7.000000,3498.5664
7.005000,3500.9735
7.010000,3503.3865
7.015000,3505.8055
7.020000,3508.2304
7.025000,3510.6614
7.030000,3513.0984
7.035000,3515.5415
7.040000,3517.9907
7.045000,3520.4460
7.050000,3522.9075
7.055000,3525.3751
7.060000,3527.8489
7.065000,3530.3289
7.070000,3532.8152
7.075000,3535.3078
7.080000,3537.8067
7.085000,3540.3119
7.090000,3542.8234
7.095000,3545.3414
7.100000,3547.8658
7.105000,3550.3966
7.110000,3552.9339
7.115000,3555.4777
7.120000,3558.0280
7.125000,3560.5849
7.130000,3563.1484
7.135000,3565.7185
7.140000,3568.2953
7.145000,3570.8787
7.150000,3573.4688
7.155000,3576.0657
7.160000,3578.6694
7.165000,3581.2798
7.170000,3583.8971
7.175000,3586.5212
7.180000,3589.1522
7.185000,3591.7902
7.190000,3594.4351
7.195000,3597.0869
7.200000,3599.7458
7.205000,3602.4118
7.210000,3605.0848
7.215000,3607.7650
7.220000,3610.4523
7.225000,3613.1467
7.230000,3615.8484
7.235000,3618.5573
7.240000,3621.2735
7.245000,3623.9970
7.250000,3626.7279
7.255000,3629.4661
7.260000,3632.2118
7.265000,3634.9649
7.270000,3637.7255
7.275000,3640.4936
7.280000,3643.2693
7.285000,3646.0525
7.290000,3648.8434
7.295000,3651.6420
7.300000,3654.4482
7.305000,3657.2622
7.310000,3660.0839
7.315000,3662.9135
7.320000,3665.7509
7.325000,3668.5962
7.330000,3671.4494
7.335000,3674.3105
7.340000,3677.1797
7.345000,3680.0569
7.350000,3682.9422
7.355000,3685.8356
7.360000,3688.7371
7.365000,3691.6469
7.370000,3694.5648
7.375000,3697.4911
7.380000,3700.4256
7.385000,3703.3685
7.390000,3706.3198
7.395000,3709.2796
7.400000,3712.2478
7.405000,3715.2245
7.410000,3718.2098
7.415000,3721.2037
7.420000,3724.2063
7.425000,3727.2175
7.430000,3730.2375
7.435000,3733.2663
7.440000,3736.3038
7.445000,3739.3503
7.450000,3742.4056
7.455000,3745.4699
7.460000,3748.5432
7.465000,3751.6256
7.470000,3754.7170
7.475000,3757.8176
7.480000,3760.9274
7.485000,3764.0464
7.490000,3767.1746
7.495000,3770.3123
7.500000,3773.4592
7.505000,3776.6156
7.510000,3779.7815
7.515000,3782.9569
7.520000,3786.1419
7.525000,3789.3364
7.530000,3792.5407
7.535000,3795.7547
7.540000,3798.9784
7.545000,3802.2120
7.550000,3805.4554
7.555000,3808.7088
7.560000,3811.9721
7.565000,3815.2455
7.570000,3818.5289
7.575000,3821.8225
7.580000,3825.1263
7.585000,3828.4403
7.590000,3831.7647
7.595000,3835.0994
7.600000,3838.4445
7.605000,3841.8000
7.610000,3845.1661
7.615000,3848.5428
7.620000,3851.9301
7.625000,3855.3281
7.630000,3858.7369
7.635000,3862.1565
7.640000,3865.5869
7.645000,3869.0283
7.650000,3872.4807
7.655000,3875.9441
7.660000,3879.4186
7.665000,3882.9043
7.670000,3886.4013
7.675000,3889.9095
7.680000,3893.4291
7.685000,3896.9602
7.690000,3900.5027
7.695000,3904.0568
7.700000,3907.6225
7.705000,3911.1999
7.710000,3914.7890
7.715000,3918.3900
7.720000,3922.0028
7.725000,3925.6276
7.730000,3929.2644
7.735000,3932.9133
7.740000,3936.5744
7.745000,3940.2477
7.750000,3943.9332
7.755000,3947.6312
7.760000,3951.3416
7.765000,3955.0645
7.770000,3958.8000
7.775000,3962.5482
7.780000,3966.3091
7.785000,3970.0828
7.790000,3973.8693
7.795000,3977.6689
7.800000,3981.4815
7.805000,3985.3072
7.810000,3989.1460
7.815000,3992.9982
7.820000,3996.8637
7.825000,4000.7426
7.830000,4004.6351
7.835000,4008.5411
7.840000,4012.4608
7.845000,4016.3943
7.850000,4020.3416
7.855000,4024.3028
7.860000,4028.2780
7.865000,4032.2673
7.870000,4036.2708
7.875000,4040.2886
7.880000,4044.3207
7.885000,4048.3672
7.890000,4052.4283
7.895000,4056.5040
7.900000,4060.5944
7.905000,4064.6996
7.910000,4068.8197
7.915000,4072.9548
7.920000,4077.1050
7.925000,4081.2704
7.930000,4085.4510
7.935000,4089.6470
7.940000,4093.8585
7.945000,4098.0855
7.950000,4102.3282
7.955000,4106.5867
7.960000,4110.8610
7.965000,4115.1513
7.970000,4119.4576
7.975000,4123.7802
7.980000,4128.1190
7.985000,4132.4742
7.990000,4136.8459
7.995000,4141.2342
8.000000,4145.6392
8.005000,4150.0610
8.010000,4154.4998
8.015000,4158.9556
8.020000,4163.4285
8.025000,4167.9187
8.030000,4172.4263
8.035000,4176.9514
8.040000,4181.4941
8.045000,4186.0546
8.050000,4190.6329
8.055000,4195.2292
8.060000,4199.8435
8.065000,4204.4761
8.070000,4209.1270
8.075000,4213.7964
8.080000,4218.4844
8.085000,4223.1912
8.090000,4227.9167
8.095000,4232.6613
8.100000,4237.4249
8.105000,4242.2079
8.110000,4247.0102
8.115000,4251.8320
8.120000,4256.6734
8.125000,4261.5347
8.130000,4266.4159
8.135000,4271.3171
8.140000,4276.2386
8.145000,4281.1804
8.150000,4286.1428
8.155000,4291.1257
8.160000,4296.1295
8.165000,4301.1543
8.170000,4306.2001
8.175000,4311.2672
8.180000,4316.3557
8.185000,4321.4657
8.190000,4326.5975
8.195000,4331.7511
8.200000,4336.9268
8.205000,4342.1247
8.210000,4347.3450
8.215000,4352.5878
8.220000,4357.8533
8.225000,4363.1417
8.230000,4368.4531
8.235000,4373.7878
8.240000,4379.1458
8.245000,5414.0071
8.250000,5422.0210
8.255000,5430.0780
8.260000,5438.1787
8.265000,5446.3233
8.270000,5454.5123
8.275000,5462.7461
8.280000,5471.0251
8.285000,5479.3499
8.290000,5487.7207
8.295000,5496.1381
8.300000,5504.6025
8.305000,4467.1125
8.310000,4472.8919
8.315000,4478.6981
8.320000,4484.5314
8.325000,4490.3920
8.330000,4496.2800
8.335000,4502.1958
8.340000,4508.1396
8.345000,4514.1115
8.350000,4520.1119
8.355000,4526.1409
8.360000,4532.1988
8.365000,4538.2858
8.370000,4544.4021
8.375000,4550.5481
8.380000,4556.7240
8.385000,4562.9299
8.390000,4569.1662
8.395000,4575.4331
8.400000,4581.7309
8.405000,4588.0599
8.410000,4594.4202
8.415000,4600.8122
8.420000,4607.2362
8.425000,4613.6924
8.430000,4620.1810
8.435000,4626.7025
8.440000,4633.2570
8.445000,4639.8449
8.450000,4646.4665
8.455000,4653.1220
8.460000,4659.8117
8.465000,4666.5360
8.470000,4673.2952
8.475000,4680.0895
8.480000,4686.9194
8.485000,4693.7850
8.490000,4699.6745
8.495000,4696.3941
8.500000,4693.1106
8.505000,4689.8241
8.510000,4686.5345
8.515000,4683.2418
8.520000,4679.9460
8.525000,4676.6471
8.530000,4673.3451
8.535000,4670.0400
8.540000,4666.7317
8.545000,4663.4204
8.550000,4660.1059
8.555000,4656.7882
8.560000,4653.4674
8.565000,4650.1435
8.570000,4646.8163
8.575000,4643.4860
8.580000,4640.1525
8.585000,4636.8158
8.590000,4633.4759
8.595000,4630.1328
8.600000,4626.7864
8.605000,4623.4368
8.610000,4620.0840
8.615000,4616.7280
8.620000,4613.3686
8.625000,4610.0061
8.630000,4606.6402
8.635000,4603.2711
8.640000,4599.8986
8.645000,4596.5229
8.650000,4593.1439
8.655000,4589.7615
8.660000,4586.3758
8.665000,4582.9868
8.670000,4579.5944
8.675000,4576.1987
8.680000,4572.7996
8.685000,4569.3972
8.690000,4565.9913
8.695000,4562.5821
8.700000,4559.1695
8.705000,4555.7534
8.710000,4552.3340
8.715000,4548.9111
8.720000,4545.4847
8.725000,4542.0550
8.730000,4538.6217
8.735000,4535.1850
8.740000,4531.7449
8.745000,4528.3012
8.750000,4524.8541
8.755000,4521.4034
8.760000,4517.9492
8.765000,4514.4915
8.770000,4511.0303
8.775000,4507.5655
8.780000,4504.0972
8.785000,4500.6253
8.790000,4497.1498
8.795000,4493.6707
8.800000,4490.1881
8.805000,4486.7018
8.810000,4483.2119
8.815000,4479.7184
8.820000,4476.2213
8.825000,4472.7205
8.830000,4469.2160
8.835000,4465.7079
8.840000,4462.1961
8.845000,4458.6806
8.850000,4455.1614
8.855000,4451.6385
8.860000,4448.1119
8.865000,4444.5816
8.870000,4441.0475
8.875000,4437.5096
8.880000,4433.9680
8.885000,4430.4226
8.890000,4426.8734
8.895000,4423.3205
8.900000,4419.7637
8.905000,4416.2031
8.910000,4412.6386
8.915000,4409.0704
8.920000,4405.4982
8.925000,4401.9222
8.930000,4398.3423
8.935000,4394.7586
8.940000,4391.1709
8.945000,4387.5793
8.950000,4383.9838
8.955000,4380.3843
8.960000,4376.7809
8.965000,4373.1736
8.970000,4369.5622
8.975000,4365.9469
8.980000,4362.3276
8.985000,4358.7043
8.990000,4355.0770
8.995000,4351.4456
9.000000,4347.8102
9.005000,4344.1707
9.010000,4340.5271
9.015000,4336.8795
9.020000,4333.2278
9.025000,4329.5719
9.030000,4325.9120
9.035000,4322.2479
9.040000,4318.5797
9.045000,4314.9073
9.050000,4311.2307
9.055000,4307.5499
9.060000,4303.8650
9.065000,4300.1758
9.070000,4296.4824
9.075000,4292.7848
9.080000,4289.0829
9.085000,4285.3767
9.090000,4281.6663
9.095000,4277.9516
9.100000,4274.2326
9.105000,4270.5092
9.110000,4266.7815
9.115000,4263.0495
9.120000,4259.3131
9.125000,4255.5723
9.130000,4251.8272
9.135000,4248.0776
9.140000,4244.3236
9.145000,4240.5652
9.150000,4236.8024
9.155000,4233.0350
9.160000,4229.2632
9.165000,4225.4869
9.170000,4221.7061
9.175000,4217.9208
9.180000,4214.1310
9.185000,4210.3366
9.190000,4206.5376
9.195000,4202.7340
9.200000,4198.9259
9.205000,4195.1131
9.210000,4191.2958
9.215000,4187.4737
9.220000,4183.6470
9.225000,4179.8157
9.230000,4175.9796
9.235000,4172.1389
9.240000,4168.2934
9.245000,4164.4432
9.250000,4160.5882
9.255000,4156.7285
9.260000,4152.8640
9.265000,4148.9947
9.270000,4145.1205
9.275000,4141.2416
9.280000,4137.3577
9.285000,4133.4690
9.290000,4129.5755
9.295000,4125.6770
9.300000,4121.7736
9.305000,4117.8653
9.310000,4113.9520
9.315000,4110.0337
9.320000,4106.1105
9.325000,4102.1822
9.330000,4098.2490
9.335000,4094.3107
9.340000,4090.3673
9.345000,4086.4188
9.350000,4082.4653
9.355000,4078.5066
9.360000,4074.5429
9.365000,4070.5739
9.370000,4066.5998
9.375000,4062.6205
9.380000,4058.6361
9.385000,4054.6463
9.390000,4050.6514
9.395000,4046.6512
9.400000,4042.6457
9.405000,4038.6349
9.410000,4034.6188
9.415000,4030.5973
9.420000,4026.5705
9.425000,4022.5383
9.430000,4018.5007
9.435000,4014.4577
9.440000,4010.4093
9.445000,4006.3554
9.450000,4002.2960
9.455000,3998.2311
9.460000,3994.1607
9.465000,3990.0848
9.470000,3986.0033
9.475000,3981.9162
9.480000,3977.8236
9.485000,3973.7253
9.490000,3969.6213
9.495000,3965.5117
9.500000,3961.3964
9.505000,3957.2754
9.510000,3953.1487
9.515000,3949.0162
9.520000,3944.8779
9.525000,3940.7338
9.530000,3936.5840
9.535000,3932.4282
9.540000,3928.2667
9.545000,3924.0992
9.550000,3919.9258
9.555000,3915.7465
9.560000,3911.5612
9.565000,3907.3699
9.570000,3903.1727
9.575000,3898.9694
9.580000,3894.7600
9.585000,3890.5446
9.590000,3886.3231
9.595000,3882.0955
9.600000,3877.8617
9.605000,3873.6217
9.610000,3869.3755
9.615000,3865.1232
9.620000,3860.8645
9.625000,3856.5996
9.630000,3852.3284
9.635000,3848.0509
9.640000,3843.7670
9.645000,3839.4767
9.650000,3835.1801
9.655000,3830.8770
9.660000,3826.5674
9.665000,3822.2514
9.670000,3817.9289
9.675000,3813.5998
9.680000,3809.2642
9.685000,3804.9219
9.690000,3800.5731
9.695000,3796.2176
9.700000,3791.8554
9.705000,3787.4865
9.710000,3783.1109
9.715000,3778.7286
9.720000,3774.3394
9.725000,3769.9435
9.730000,3765.5407
9.735000,3761.1310
9.740000,3756.7144
9.745000,3752.2908
9.750000,3747.8603
9.755000,3743.4228
9.760000,3738.9783
9.765000,3734.5268
9.770000,3730.0681
9.775000,3725.6023
9.780000,3721.1294
9.785000,3716.6493
9.790000,3712.1619
9.795000,3707.6674
9.800000,3703.1655
9.805000,3698.6563
9.810000,3694.1398
9.815000,3689.6160
9.820000,3685.0847
9.825000,3680.5459
9.830000,3675.9997
9.835000,3671.4460
9.840000,3666.8847
9.845000,3662.3159
9.850000,3657.7394
9.855000,3653.1553
9.860000,3648.5635
9.865000,3643.9640
9.870000,3639.3567
9.875000,3634.7417
9.880000,3630.1188
9.885000,3625.4880
9.890000,3620.8494
9.895000,3616.2028
9.900000,3611.5482
9.905000,3606.8856
9.910000,3602.2150
9.915000,3597.5363
9.920000,3592.8494
9.925000,3588.1544
9.930000,3583.4512
9.935000,3578.7397
9.940000,3574.0199
9.945000,3569.2918
9.950000,3564.5554
9.955000,3559.8105
9.960000,3555.0572
9.965000,3550.2954
9.970000,3545.5251
9.975000,3540.7461
9.980000,3535.9586
9.985000,3531.1624
9.990000,3526.3575
9.995000,3521.5439
10.000000,3516.7214
10.005000,3511.8902
10.010000,3507.0500
10.015000,3502.2009
10.020000,3497.3429
10.025000,3492.4758
10.030000,3487.5997
10.035000,3482.7145
10.040000,3477.8201
10.045000,3472.9165
10.050000,3468.0036
10.055000,3463.0815
10.060000,3458.1500
10.065000,3453.2091
10.070000,3448.2588
10.075000,3443.2989
10.080000,3438.3295
10.085000,3433.3506
10.090000,3428.3619
10.095000,3423.3636
10.100000,3418.3555
10.105000,3413.3377
10.110000,3408.3099
10.115000,3403.2723
10.120000,3398.2247
10.125000,3393.1670
10.130000,3388.0993
10.135000,3383.0215
10.140000,3377.9335
10.145000,3372.8352
10.150000,3367.7266
10.155000,3362.6077
10.160000,3357.4784
10.165000,3352.3386
10.170000,3347.1882
10.175000,3342.0273
10.180000,3336.8557
10.185000,3331.6734
10.190000,3326.4804
10.195000,3321.2765
10.200000,3316.0617
10.205000,3310.8359
10.210000,3305.5991
10.215000,3300.3513
10.220000,3295.0922
10.225000,3289.8220
10.230000,3284.5405
10.235000,3279.2476
10.240000,3273.9433
10.245000,3268.6275
10.250000,3263.3002
10.255000,3257.9612
10.260000,3252.6106
10.265000,3247.2481
10.270000,3241.8739
10.275000,3236.4877
10.280000,3231.0896
10.285000,3225.6794
10.290000,3220.2570
10.295000,3214.8225
10.300000,3209.3757
10.305000,3955.5633
10.310000,3947.2117
10.315000,3938.8365
10.320000,3930.4375
10.325000,3922.0144
10.330000,3913.5672
10.335000,3905.0956
10.340000,3896.5993
10.345000,3888.0783
10.350000,3879.5324
10.355000,3870.9612
10.360000,3862.3647
10.365000,3121.5068
10.370000,3115.8413
10.375000,3110.1620
10.380000,3104.4688
10.385000,3098.7617
10.390000,3093.0405
10.395000,3087.3052
10.400000,3081.5557
10.405000,3075.7917
10.410000,3070.0134
10.415000,3064.2205
10.420000,3058.4129
10.425000,3052.5906
10.430000,3046.7535
10.435000,3040.9014
10.440000,3035.0343
10.445000,3029.1519
10.450000,3023.2543
10.455000,3017.3414
10.460000,3011.4129
10.465000,3005.4688
10.470000,2999.5090
10.475000,2993.5334
10.480000,2987.5418
10.485000,2981.5341
10.490000,2975.5102
10.495000,2969.4701
10.500000,2963.4135
10.505000,2957.3403
10.510000,2951.2505
10.515000,2945.1439
10.520000,2939.0203
10.525000,2932.8796
10.530000,2926.7218
10.535000,2920.5466
10.540000,2914.3540
10.545000,2908.1438
10.550000,2901.9158
10.555000,2895.6699
10.560000,2889.4061
10.565000,2883.1240
10.570000,2876.8237
10.575000,2870.5049
10.580000,2864.1674
10.585000,2857.8113
10.590000,2851.4362
10.595000,2845.0420
10.600000,2838.6286
10.605000,2832.1959
10.610000,2825.7436
10.615000,2819.2715
10.620000,2812.7796
10.625000,2806.2677
10.630000,2799.7355
10.635000,2793.1829
10.640000,2786.6098
10.645000,2780.0159
10.650000,2773.4011
10.655000,2766.7652
10.660000,2760.1079
10.665000,2753.4292
10.670000,2746.7288
10.675000,2740.0066
10.680000,2733.2622
10.685000,2726.4956
10.690000,2719.7066
10.695000,2712.8948
10.700000,2706.0601
10.705000,2699.2024
10.710000,2692.3213
10.715000,2685.4167
10.720000,2678.4883
10.725000,2671.5359
10.730000,2664.5593
10.735000,2657.5583
10.740000,2650.5326
10.745000,2643.4819
10.750000,2636.4061
10.755000,2629.3048
10.760000,2622.1779
10.765000,2615.0250
10.770000,2607.8459
10.775000,2600.6404
10.780000,2593.4081
10.785000,2586.1489
10.790000,2578.8623
10.795000,2571.5482
10.800000,2564.2062
10.805000,2556.8361
10.810000,2549.4375
10.815000,2542.0102
10.820000,2534.5538
10.825000,2527.0680
10.830000,2519.5526
10.835000,2512.0071
10.840000,2504.4312
10.845000,2496.8247
10.850000,2489.1871
10.855000,2481.5181
10.860000,2473.8174
10.865000,2466.0845
10.870000,2458.3192
10.875000,2450.5210
10.880000,2442.6896
10.885000,2434.8245
10.890000,2426.9254
10.895000,2418.9918
10.900000,2411.0234
10.905000,2403.0196
10.910000,2394.9802
10.915000,2386.9046
10.920000,2378.7923
10.925000,2370.6430
10.930000,2362.4562
10.935000,2354.2313
10.940000,2345.9679
10.945000,2337.6655
10.950000,2329.3235
10.955000,2320.9416
10.960000,2312.5190
10.965000,2304.0553
10.970000,2295.5499
10.975000,2287.0022
10.980000,2278.4118
10.985000,2269.7778
10.990000,2261.0999
10.995000,2252.3773
11.000000,2243.6093
11.005000,2234.7954
11.010000,2225.9349
11.015000,2217.0271
11.020000,2208.0713
11.025000,2199.0667
11.030000,2190.0127
11.035000,2180.9084
11.040000,2171.7532
11.045000,2162.5461
11.050000,2153.2865
11.055000,2143.9734
11.060000,2134.6060
11.065000,2125.1834
11.070000,2115.7048
11.075000,2106.1692
11.080000,2096.5756
11.085000,2086.9230
11.090000,2077.2105
11.095000,2067.4370
11.100000,2057.6015
11.105000,2047.7029
11.110000,2037.7399
11.115000,2027.7116
11.120000,2017.6166
11.125000,2007.4537
11.130000,1997.2217
11.135000,1986.9193
11.140000,1976.5451
11.145000,1966.0977
11.150000,1955.5757
11.155000,1944.9776
11.160000,1934.3019
11.165000,1923.5469
11.170000,1912.7111
11.175000,1901.7927
11.180000,1890.7900
11.185000,1879.7011
11.190000,1868.5243
11.195000,1857.2575
11.200000,1845.8988
11.205000,1834.4459
11.210000,1822.8968
11.215000,1811.2493
11.220000,1799.5008
11.225000,1787.6491
11.230000,1775.6915
11.235000,1763.6255
11.240000,1751.4483
11.245000,1739.1570
11.250000,1726.7486
11.255000,1714.2200
11.260000,1701.5679
11.265000,1688.7890
11.270000,1675.8797
11.275000,1662.8362
11.280000,1649.6546
11.285000,1636.3309
11.290000,1622.8608
11.295000,1609.2396
11.300000,1595.4628
11.305000,1581.5252
11.310000,1567.4216
11.315000,1553.1465
11.320000,1538.6940
11.325000,1524.0579
11.330000,1509.2316
11.335000,1494.2082
11.340000,1478.9802
11.345000,1463.5399
11.350000,1447.8788
11.355000,1431.9882
11.360000,1415.8584
11.365000,1399.4792
11.370000,1382.8399
11.375000,1365.9286
11.380000,1348.7328
11.385000,1331.2390
11.390000,1313.4323
11.395000,1295.2971
11.400000,1276.8159
11.405000,1257.9701
11.410000,1238.7390
11.415000,1219.1002
11.420000,1199.0291
11.425000,1178.4982
11.430000,1157.4775
11.435000,1135.9333
11.440000,1113.8281
11.445000,1091.1197
11.450000,1067.7605
11.455000,1043.6965
11.460000,1018.8657
11.465000,993.1969
11.470000,966.6071
11.475000,938.9993
11.480000,910.2583
11.485000,880.2457
11.490000,848.7934
11.495000,815.6934
11.500000,780.6830
11.505000,743.4237
11.510000,703.4651
11.515000,660.1873
11.520000,612.6956
11.525000,559.6145
11.530000,498.6285
11.535000,425.2413
11.540000,328.0399
11.545000,132.2937
